,楼盘名,链接,地址,楼盘状态,楼盘类型,均价,居室类型,面积
1683,彰泰桃源居,http://gl.loupan.com/loupan/7075427.html,[秀峰区],现房在售,住宅,8500, 二居  ，  三居  ，  四居 , 面积：75-141平米 
1684,星河园,http://gl.loupan.com/loupan/7075465.html,[灵川县],在售,住宅,4500, 四居 , 面积：124.56-136.86平米 
1685,精通·伊顿国际,http://gl.loupan.com/loupan/6183539.html,[临桂区],在售,住宅,6500, 二居  ，  三居  ，  四居 , 面积：85.75-143.39平米 
1686,金源新城福邸嘉园,http://gl.loupan.com/loupan/6183504.html,[临桂区],在售,住宅,6400, 三居  ，  四居 , 面积：128-159平米 
1687,兴进漓江壹号,http://gl.loupan.com/loupan/7083218.html,[七星区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：87.51-259.33平米 
1688,安厦西宸源著,http://gl.loupan.com/loupan/7083317.html,[临桂区],待售,住宅,价格待定,null,null
1689,筑成时代春晓,http://gl.loupan.com/loupan/7081698.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：20.07-153.25平米 
1690,阳光书院,http://gl.loupan.com/loupan/7084019.html,[临桂区],期房在售,住宅,价格待定, 二居  ，  三居  ，  四居 , 面积：45-129.21平米 
1691,桂林大龙府,http://gl.loupan.com/loupan/7083343.html,[灵川县],期房待售,住宅,价格待定,null,null
1692,绿涛甘棠府,http://gl.loupan.com/loupan/7084871.html,[灵川县],在售,住宅,价格待定,null,null
1693,安厦世纪城,http://gl.loupan.com/loupan/7076979.html,[象山区],期房在售,住宅,价格待定,null,null
1694,碧园香槟小镇,http://gl.loupan.com/loupan/7075428.html,[临桂区],现房待售,住宅,价格待定,null, 面积：75-121平米 
1695,荣和桃花源著,http://gl.loupan.com/loupan/7081711.html,[叠彩区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：95-140平米 
1696,顺祥漓江源居,http://gl.loupan.com/loupan/7083925.html,[八里街区],期房待售,住宅,价格待定,null,null
1697,彰泰·中央城,http://gl.loupan.com/loupan/7081959.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居  ，  五居 , 面积：102-142平米 
1698,广汇汇悦城,http://gl.loupan.com/loupan/7082677.html,[临桂区],期房待售,住宅,价格待定, 三居  ，  四居 , 面积：86-118平米 
1699,桂林国韵村,http://gl.loupan.com/loupan/7081781.html,[临桂区],期房在售,住宅,价格待定, 三居  ，  四居 , 面积：93-138平米 
1700,中森橄榄树庄园,http://gl.loupan.com/loupan/7083345.html,[临桂区],待售,住宅,价格待定, 一居  ，  二居  ，  三居 , 面积：53.8-131平米 
1701,盛丰国际,http://gl.loupan.com/loupan/7075471.html,[七星区],期房在售,住宅,价格待定, 一居 , 面积：41.43-55.97平米 
1702,阳光家园,http://gl.loupan.com/loupan/7084631.html,[秀峰区],期房待售,住宅,价格待定, 二居  ，  三居 , 面积：76.3-116.28平米 
1703,兴安碧桂园,http://gl.loupan.com/loupan/7081501.html,[大桂林],期房在售,住宅,价格待定,null,null
1704,平乐碧桂园,http://gl.loupan.com/loupan/7083186.html,[大桂林],期房在售,住宅,价格待定,null,null
1705,雍禾新城国际,http://gl.loupan.com/loupan/7083415.html,[临桂区],待售,住宅,价格待定, 二居  ，  三居 , 面积：84.66-120.34平米 
1706,溪岸枫景,http://gl.loupan.com/loupan/7082587.html,[临桂区],在售,住宅,39, 二居  ，  三居  ，  四居 , 面积：75-143平米 
1707,桂林公馆原乡墅,http://gl.loupan.com/loupan/6183505.html,[叠彩区],在售,住宅,320,null,null
1708,水印长廊,http://gl.loupan.com/loupan/6183537.html,[],在售,住宅,1300,null,null
1709,华申昭州鑫城,http://gl.loupan.com/loupan/7075407.html,[大桂林],现房在售,住宅,3000, 二居  ，  三居  ，  四居 , 面积：87.85-160.63平米 
1710,和谐康城,http://gl.loupan.com/loupan/6183515.html,[灵川县],在售,住宅,3100, 二居  ，  三居 ,null
1711,福祥西岸福邸,http://gl.loupan.com/loupan/7075497.html,[大桂林],现房在售,住宅,3100, 三居  ，  四居 , 面积：104.04-142.69平米 
1712,翠苑新城,http://gl.loupan.com/loupan/7083217.html,[临桂区],在售,住宅,3200, 二居  ，  三居 , 面积：83.46-126.12平米 
1713,万福安居小区,http://gl.loupan.com/loupan/7083224.html,[象山区],期房在售,住宅,3200, 一居  ，  二居  ，  三居 , 面积：47.89-83.16平米 
1714,体育星城三期,http://gl.loupan.com/loupan/7075480.html,[大桂林],现房在售,住宅,3200, 三居  ，  四居 , 面积：119.36-142.57平米 
1715,华盛滨江一品,http://gl.loupan.com/loupan/7075496.html,[大桂林],现房在售,住宅,3300, 三居 , 面积：117.56-119019平米 
1716,古镇庭苑,http://gl.loupan.com/loupan/6183438.html,[灵川县],在售,住宅,3300, 二居  ，  三居 ,null
1717,展卓新视界,http://gl.loupan.com/loupan/7075433.html,[大桂林],现房在售,住宅,3400, 二居  ，  三居 , 面积：92-157平米 
1718,彰泰北城1号,http://gl.loupan.com/loupan/7075430.html,[灵川县],现房在售,住宅,3500, 二居  ，  三居 , 面积：79-117平米 
1719,东方沃顿,http://gl.loupan.com/loupan/7083440.html,[临桂区],在售,住宅,3500, 三居 , 面积：123-124平米 
1720,幸福尚城,http://gl.loupan.com/loupan/7082007.html,[灵川县],在售,住宅,3500, 二居  ，  三居  ，  四居 , 面积：89-129.82平米 
1721,景业商业广场,http://gl.loupan.com/loupan/7075552.html,[大桂林],现房在售,住宅,3500, 三居 , 面积：130.46-130.46平米 
1722,财茂印象恭城,http://gl.loupan.com/loupan/7075419.html,[大桂林],现房在售,住宅,3500, 二居  ，  三居 , 面积：86.95-125.96平米 
1723,东苑国际,http://gl.loupan.com/loupan/7075463.html,[七星区],现房在售,住宅,3580, 二居  ，  三居 , 面积：83-122平米 
1724,金达雅苑,http://gl.loupan.com/loupan/7093643.html,[八里街区],在售,住宅,3584, 四居 , 面积：104.79-134.04平米 
1725,冠信幸福美地,http://gl.loupan.com/loupan/7075417.html,[临桂区],现房在售,住宅,3600, 二居  ，  三居 , 面积：87-123.02平米 
1726,恒盛商业广场,http://gl.loupan.com/loupan/7075476.html,[大桂林],现房在售,住宅,3600, 一居  ，  三居 , 面积：34.38-125.14平米 
1727,合辉聚景家苑,http://gl.loupan.com/loupan/7075436.html,[大桂林],现房在售,住宅,3600, 二居  ，  三居 , 面积：112.91113.07-119.29126.67平米 
1728,日月湖国际生态城,http://gl.loupan.com/loupan/6183496.html,[大桂林],在售,住宅,3650,null,null
1729,莱茵河畔,http://gl.loupan.com/loupan/7077109.html,[大桂林],现房在售,住宅,3700, 三居 , 面积：128.6-128.6平米 
1730,凌云雅筑,http://gl.loupan.com/loupan/7082035.html,[灵川县],在售,住宅,3700, 三居  ，  四居 , 面积：106.06-141.94平米 
1731,七星方元盛景,http://gl.loupan.com/loupan/7083296.html,[临桂区],在售,住宅,3700, 一居  ，  三居  ，  四居 , 面积：48.29-137.91平米 
1732,资江明珠,http://gl.loupan.com/loupan/7075443.html,[大桂林],现房在售,住宅,4000, 一居  ，  二居  ，  三居 , 面积：45-129.88平米 
1733,盛祥现代城,http://gl.loupan.com/loupan/6183511.html,[],在售,住宅,3700,null,null
1734,利森红郡,http://gl.loupan.com/loupan/7031475.html,[雁山区],期房在售,住宅,3790, 二居  ，  三居  ，  四居 , 面积：88.24-145.51平米 
1735,桂林留园,http://gl.loupan.com/loupan/6183510.html,[大桂林],在售,住宅,3800,null,null
1736,凤凰鑫城,http://gl.loupan.com/loupan/7076763.html,[大桂林],现房在售,住宅,3800,null,null
1737,梧桐大厦,http://gl.loupan.com/loupan/6183538.html,[八里街区],在售,住宅,3800, 二居  ，  三居 ,null
1738,力天·万和佳苑,http://gl.loupan.com/loupan/7075473.html,[八里街区],现房在售,住宅,3850, 二居  ，  三居 , 面积：86.82-120.82平米 
1739,金水华府,http://gl.loupan.com/loupan/7083375.html,[临桂区],待售,住宅,3850, 二居  ，  三居 , 面积：91.53-117.96平米 
1740,中豪国际,http://gl.loupan.com/loupan/7075444.html,[八里街区],现房在售,住宅,4200, 二居  ，  三居 , 面积：52-137.58平米 
1741,福达万鹂江山,http://gl.loupan.com/loupan/7075459.html,[大桂林],现房在售,住宅,4300, 三居  ，  四居 , 面积：96.35-121.68平米 
1742,万景时代广场,http://gl.loupan.com/loupan/7075462.html,[大桂林],现房在售,住宅,4300,null,null
1743,华宁·桂林新都,http://gl.loupan.com/loupan/7075489.html,[临桂区],现房在售,住宅,4300, 二居  ，  三居 , 面积：83-119.64平米 
1744,一江名城,http://gl.loupan.com/loupan/6183501.html,[],待售,住宅,4400,null,null
1745,香林郡,http://gl.loupan.com/loupan/7031198.html,[八里街区],在售,住宅,4500, 三居  ，  四居  ，  五居 , 面积：84-137.19平米 
1746,吉安龙城,http://gl.loupan.com/loupan/7032844.html,[临桂区],现房在售,住宅,4500, 二居  ，  三居  ，  四居 , 面积：89-154平米 
1747,湘江壹號,http://gl.loupan.com/loupan/7082565.html,[],现房在售,住宅,4500,null,null
1748,漓江蓝湾,http://gl.loupan.com/loupan/6183467.html,[八里街区],在售,住宅,4600, 二居  ，  三居 , 面积：69.23-140.27平米 
1749,梧桐墅五期十里花海,http://gl.loupan.com/loupan/7083255.html,[灵川县],期房在售,住宅,4600, 二居  ，  三居  ，  四居 , 面积：90-144平米 
1750,袭汇金色维也纳,http://gl.loupan.com/loupan/7032845.html,[灵川县],现房在售,住宅,4600, 二居  ，  三居 , 面积：88.00-130平米 
1751,源泉尚璟,http://gl.loupan.com/loupan/7078551.html,[临桂区],现房在售,住宅,4700, 一居  ，  二居  ，  三居 , 面积：47.64-120.68平米 
1752,汇通·尚居,http://gl.loupan.com/loupan/7075461.html,[临桂区],现房在售,住宅,4700, 一居  ，  二居  ，  三居 , 面积：41.63-126.84平米 
1753,金星阳光格林,http://gl.loupan.com/loupan/7075437.html,[灵川县],现房在售,住宅,4800, 三居 , 面积：132.37-139.99平米 
1754,中旗第5大道,http://gl.loupan.com/loupan/7083454.html,[八里街区],在售,住宅,4900, 一居  ，  二居  ，  三居 , 面积：59-129平米 
1755,宜和云天,http://gl.loupan.com/loupan/6183471.html,[临桂区],在售,住宅,4978, 一居  ，  二居  ，  三居 , 面积：51.84-118.09平米 
1756,泽森山水绿城,http://gl.loupan.com/loupan/7083511.html,[临桂区],期房在售,住宅,5000, 二居  ，  三居  ，  四居 , 面积：89-133平米 
1757,水岸新城,http://gl.loupan.com/loupan/6183518.html,[八里街区],在售,住宅,5000, 二居  ，  三居  ，  四居 , 面积：80.96-182.72平米 
1758,雁山新城,http://gl.loupan.com/loupan/7031476.html,[雁山区],在售,住宅,5000, 一居 , 面积：42-65平米 
1759,城南丽景阳光里,http://gl.loupan.com/loupan/7075445.html,[象山区],现房在售,住宅,5000, 三居 , 面积：95.33-96.9平米 
1760,桂林电子商城,http://gl.loupan.com/loupan/6183547.html,[临桂区],在售,住宅,5000,null,null
1761,合凯山水国际,http://gl.loupan.com/loupan/7075485.html,[临桂区],现房在售,住宅,5300, 二居  ，  三居  ，  四居 , 面积：91.45-136.92平米 
1762,和欣西堤春天,http://gl.loupan.com/loupan/7081527.html,[临桂区],期房在售,住宅,5300, 二居  ，  三居 , 面积：49.16-110.33平米 
1763,众阳华城,http://gl.loupan.com/loupan/7075400.html,[临桂区],现房在售,住宅,5400, 三居  ，  四居 , 面积：91-132平米 
1764,山水凤凰城,http://gl.loupan.com/loupan/6183440.html,[临桂区],在售,住宅,5500, 二居  ，  三居  ，  四居 , 面积：72.63-128.93平米 
1765,福达万鹂华庭,http://gl.loupan.com/loupan/7081709.html,[临桂区],期房在售,住宅,5500,null,null
1766,兴荣郡,http://gl.loupan.com/loupan/7031206.html,[临桂区],在售,住宅,5500, 三居  ，  四居 , 面积：73.00-108.00平米 
1767,华鼎·雍王府,http://gl.loupan.com/loupan/7032847.html,[临桂区],现房在售,住宅,5500, 一居  ，  二居  ，  三居 , 面积：55.56-127.57平米 
1768,中旗•第五大道,http://gl.loupan.com/loupan/7075441.html,[八里街区],现房在售,住宅,5500, 一居  ，  二居  ，  三居 , 面积：43.32-129平米 
1769,永福碧桂园,http://gl.loupan.com/loupan/7076761.html,[大桂林],期房在售,住宅,5500, 四居  ，  五居 , 面积：127-215平米 
1770,碧桂园山河郡,http://gl.loupan.com/loupan/7075474.html,[大桂林],现房在售,住宅,5500,null,null
1771,彰泰滟澜山,http://gl.loupan.com/loupan/7075429.html,[临桂区],现房在售,住宅,5600, 三居  ，  四居  ，  五居 , 面积：88.54-120.53平米 
1772,灵川碧桂园,http://gl.loupan.com/loupan/7079769.html,[灵川县],期房在售,住宅,5688, 三居  ，  四居  ，  五居 , 面积：118-215平米 
1773,彰泰欢乐颂,http://gl.loupan.com/loupan/7075479.html,[临桂区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：72-138平米 
1774,顺祥天骄,http://gl.loupan.com/loupan/7075467.html,[八里街区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：66.64-128.56平米 
1775,顺祥城,http://gl.loupan.com/loupan/7075495.html,[八里街区],现房在售,住宅,5700, 二居  ，  三居  ，  四居 , 面积：70.24-123.65平米 
1776,和公馆,http://gl.loupan.com/loupan/7074323.html,[临桂区],现房在售,住宅,5700, 三居  ，  四居  ，  五居 , 面积：107.74-176.4平米 
1777,花语倾城,http://gl.loupan.com/loupan/7031391.html,[临桂区],现房在售,住宅,5800, 三居  ，  四居 , 面积：85.9-126.87平米 
1778,彰泰红,http://gl.loupan.com/loupan/7079082.html,[临桂区],现房在售,住宅,5800, 二居  ，  三居  ，  四居 , 面积：97.5-144平米 
1779,滨江云尚,http://gl.loupan.com/loupan/7081236.html,[临桂区],期房在售,住宅,5800, 一居  ，  三居 , 面积：61-122平米 
1780,桂林彰泰郡,http://gl.loupan.com/loupan/7080292.html,[临桂区],期房在售,住宅,5800, 三居  ，  四居  ，  五居 , 面积：91-140平米 
1781,时代枫林,http://gl.loupan.com/loupan/7082043.html,[临桂区],期房在售,住宅,5800, 二居  ，  三居 , 面积：79-126平米 
1782,滨江明珠,http://gl.loupan.com/loupan/7077628.html,[临桂区],现房在售,住宅,5900, 二居  ，  三居  ，  四居 , 面积：94.87-137.10平米 
1783,地王国际,http://gl.loupan.com/loupan/7075491.html,[临桂区],现房在售,住宅,5999, 三居 , 面积：132.06-132.06平米 
1784,润鸿水尚,http://gl.loupan.com/loupan/6183433.html,[象山区],在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：88-226.85平米 
1785,碧园·印象桂林,http://gl.loupan.com/loupan/6183456.html,[临桂区],在售,住宅,6000,null,null
1786,联发·悦溪府,http://gl.loupan.com/loupan/7080871.html,[临桂区],期房在售,住宅,6000, 三居  ，  四居  ，  五居 , 面积：89-140平米 
1787,慧泽华府,http://gl.loupan.com/loupan/6183474.html,[大桂林],在售,住宅,6000,null,null
1788,兴盛·天鹅堡,http://gl.loupan.com/loupan/7075411.html,[临桂区],现房在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：65.88-181.62平米 
1789,永桂明珠,http://gl.loupan.com/loupan/7075412.html,[临桂区],现房在售,住宅,6000, 二居  ，  三居  ，  四居 , 面积：92-140平米 
1790,秀兰郡府,http://gl.loupan.com/loupan/7081441.html,[临桂区],期房在售,住宅,6200, 二居  ，  三居 , 面积：66-120平米 
1791,桂林吾悦华府,http://gl.loupan.com/loupan/7083467.html,[临桂区],期房在售,住宅,6300, 二居  ，  三居  ，  四居 , 面积：98-142平米 
1792,竣为景观360,http://gl.loupan.com/loupan/7076504.html,[七星区],在售,住宅,6300, 三居 , 面积：134.93-134.93平米 
1793,顺祥别院,http://gl.loupan.com/loupan/7081981.html,[大桂林],期房在售,住宅,6400, 二居  ，  三居  ，  四居 , 面积：74-120平米 
1794,碧桂园剑桥郡,http://gl.loupan.com/loupan/7083219.html,[临桂区],在售,住宅,6488,null,null
1795,飞扬国际,http://gl.loupan.com/loupan/6183494.html,[临桂区],在售,住宅,6500,null,null
1796,万象·芭堤雅,http://gl.loupan.com/loupan/6183483.html,[临桂区],在售,住宅,6588,null,null
1797,雙悦山,http://gl.loupan.com/loupan/7081255.html,[大桂林],在售,住宅,6600, 三居 , 面积：34.55-49.93平米 
1798,桂林奥林匹克花园,http://gl.loupan.com/loupan/6183451.html,[临桂区],在售,住宅,6800, 二居  ，  三居 , 面积：85.36-135.18平米 
1799,城中雅居,http://gl.loupan.com/loupan/7093641.html,[秀峰区],在售,住宅,7000, 三居  ，  四居 , 面积：71.02-104.13平米 
1800,桂林吾悦广场,http://gl.loupan.com/loupan/7080731.html,[临桂区],期房在售,住宅,7200,null,null
1801,坤龙漓江湾,http://gl.loupan.com/loupan/7075448.html,[象山区],现房在售,住宅,7400, 三居 , 面积：130.47-139.03平米 
1802,华鼎幸福里,http://gl.loupan.com/loupan/6183477.html,[叠彩区],现房在售,住宅,7400, 一居  ，  二居  ，  三居 , 面积：20-127平米 
1803,桂林恒大城,http://gl.loupan.com/loupan/7075478.html,[临桂区],现房在售,住宅,7500, 二居  ，  三居  ，  四居 , 面积：81-136.68平米 
